Words;M V;SD V;N V;M A;SD A;N A;M P;SD  P;N P;M AoA;SD AoA;N AoA;Freq(Log10);Freq (1E6);Length;N (%);Grammatical category
swing;5,14;0,92;64;5,34;0,8;64;4,25;0,98;64;8,87;2,79;32;0,2;1,6;5;0;N
swingend;5,63;0,77;64;5,7;0,87;64;4,48;1,01;64;8,52;2,85;32;-0,15;0,71;8;0;A
sympathiek;6,02;0,65;64;4,48;1,15;64;4,81;1,28;64;9,06;2,71;32;0,35;2,26;10;0;A
systeem;4,28;0,65;64;3,69;1,17;64;4,48;1,17;64;8,68;2,26;32;1,66;45,83;7;0;N
taai;3,34;1,36;64;3,86;1,15;64;4,81;0,97;64;7,55;2,79;32;0,96;9,03;4;0;A
taak;3,77;0,73;64;4,55;1,08;64;4,13;1,03;64;5,77;2,03;32;1,63;42,63;4;0;N
taal;4,63;0,97;64;4,14;1,33;64;4,52;1,18;64;5,47;1,87;31;1,56;36,29;4;0,4;N
taart;5,28;1;64;3,59;1,35;64;3,69;1,1;64;4,03;1,94;32;1,5;31,35;5;0;N
tabak;3,09;1,23;64;3,61;1,22;64;3,97;1,41;64;7,58;2,92;32;0,72;5,26;5;0;N
tabel;3,97;0,53;64;3,28;1,09;64;3,94;1,07;64;7,94;2,28;32;-0,44;0,37;5;0;N
taboe;2,66;0,86;64;3,89;1,4;64;4,45;1,5;64;9,77;3,31;32;0,13;1,35;5;0;N
tact;5,11;0,99;64;3,76;1,07;63;4,74;1,07;62;10,27;2,61;31;0,15;1,42;4;1,8;N
tactloos;2,42;0,69;64;3,92;1,31;64;3,16;1,45;63;10,42;2,5;32;-0,28;0,53;8;0,4;A
tactvol;5,47;0,76;64;4,06;1,18;64;4,86;1,08;64;10,16;2,95;32;0,11;1,28;7;0;A
tafel;4,2;0,44;64;3,19;1,23;63;3,89;1,06;64;3,97;1,56;32;1,92;83,4;5;0,4;N
taille;4,63;0,79;64;3,48;1,14;64;3,94;0,91;64;9,61;2,38;32;-0,04;0,91;6;0;N
tak;4,05;0,65;64;3;1,27;64;3,5;1,07;64;4,52;1,69;32;0,93;8,48;3;0;N
tal;4,13;0,46;61;3,77;1,01;61;4,15;1,2;60;8,4;2,37;31;-0,69;0,21;3;4,9;N
talent;6,09;0,83;64;4,59;1,28;64;5,14;1,17;64;7,16;2,07;32;1,55;35,81;6;0;N
talentvol;6,13;0,7;64;5,03;1,21;64;5,23;1,09;64;8,13;2,32;32;0,02;1,05;9;0;A
talk;4,02;0,6;60;3,22;1,23;59;3,7;0,8;57;9,07;2,98;31;-0,11;0,78;4;7,6;N
tam;4,19;1,19;64;2,22;0,9;64;2,75;1,3;64;6,94;2,79;32;0,22;1,65;3;0;A
tand;4;0,53;64;3,33;1,15;63;3,98;1,09;64;4,48;1,95;32;0,91;8,07;4;0,4;N
tandarts;3,41;1,08;64;4,73;1,17;64;4,63;1;64;5,45;1,34;32;1,16;14,5;8;0;N
tandem;4,67;0,86;63;4,2;1,4;64;3,93;1,06;60;8,58;2,93;32;-0,8;0,16;6;2,2;N
tandpijn;2,09;0,75;64;4,66;1,64;64;4,25;1,6;64;6,23;2,19;32;-0,64;0,23;8;0;N
tang;3,34;0,8;64;3,67;1,37;64;4,39;1,28;64;6,47;1,81;31;0,63;4,3;4;0,4;N
tango;5,09;0,94;64;5,7;0,92;64;4,53;1,19;64;9,61;2,82;32;0,76;5,72;5;0;N
tank;3,31;0,87;64;4,58;1,42;64;5,05;1,42;64;6,65;2,09;32;1,28;19,25;4;0;N
tanken;3,77;0,71;64;4,44;0,96;64;4,11;0,84;64;7,03;1,99;32;0,7;5,01;6;0;V
tante;4,91;0,94;64;3,81;0,97;64;3,86;1,05;64;4,06;1,18;32;1,79;62,34;5;0;N
tap;4,42;0,79;64;4,08;1,26;64;3,94;0,93;63;9,43;3,19;31;0,26;1,81;3;0,9;N
tapijt;4,22;0,63;64;2,6;1,17;63;3,52;0,84;64;5,77;1,65;32;1,03;10,77;6;0,4;N
tappen;4,52;0,76;63;4,67;0,96;64;3,97;0,9;63;9,84;3,47;32;0,07;1,17;6;0,9;V
tarot;3,6;1,01;55;3,2;1,34;56;3,04;1,18;51;12,26;3;23;-0,19;0,64;5;17;N
tarwe;4,34;0,65;64;3,22;1,16;64;3,52;1,2;64;7,13;2,19;32;0,14;1,39;5;0;N
tas;4,36;0,6;64;3,27;1,06;64;3,63;0,98;64;5;1,65;32;1,77;58,36;3;0;N
tast;4,38;0,83;64;4;0,99;64;3,98;1,13;64;7,74;2,8;32;0,73;5,4;4;0;N
tasten;4,25;0,8;64;4,53;0,96;64;3,86;1,04;64;7,52;2,64;32;0,19;1,56;6;0;V
taxi;4,08;0,67;64;4,27;1,19;64;3,77;1,03;64;6,71;2,18;32;1,71;50,84;4;0;N
team;5,23;0,83;64;5,06;1,02;64;4,97;1,11;64;6,65;1,89;32;2,06;114,29;4;0;N
teckel;3,97;1,16;62;4,6;1,32;60;3,38;1,4;61;7,8;2,97;26;-0,64;0,23;6;6,7;N
teder;5,81;0,81;64;3,34;1,3;64;3,7;1,19;64;9,39;3,11;32;0,44;2,77;5;0;A
teef;2,36;1;64;4,7;1,14;64;4,14;1,62;64;8,71;2,3;32;1,39;24,35;4;0;N
teek;2,47;0,93;64;3,84;1,32;64;3,89;1,45;63;8,1;2,41;32;-0,06;0,87;4;0,4;N
teen;3,84;0,7;64;3,53;1,23;64;3,42;1,39;64;3,77;1,52;32;0,87;7,39;4;0;N
teer;3,3;0,95;64;3,4;1,21;63;3,56;1,49;64;9,32;2,91;32;0,52;3,34;4;0,4;N
tegel;4,08;0,32;64;3,08;1,2;64;3,97;1,26;64;5,81;2,09;32;-0,24;0,57;5;0;N
tegen;3,09;0,81;64;4,13;1,19;64;4,47;1,14;64;5,1;1,81;32;3,01;1031,75;5;0;A
tegendraads;3,02;1,09;64;5;1,2;64;4,45;1,45;64;9;2,49;32;-0,44;0,37;11;0;A
tegenhouden;3,23;0,68;64;5,16;0,74;64;4,75;1,2;64;6,27;1,87;31;1,64;43,2;11;0;V
tegenspreken;3;0,85;64;5,25;0,78;64;4,86;1,23;64;6,52;1,98;32;0,4;2,49;12;0;V
teil;3,77;0,46;57;3,25;1,24;53;3,55;0,86;55;7,59;3,43;28;-0,86;0,14;4;13,9;N
teint;4,42;0,93;59;3,08;1,24;59;3,6;1,08;60;9,71;3,02;28;-0,28;0,53;5;7,6;N
teken;4,23;0,73;64;3,86;0,91;64;4;1,23;64;5,32;1,72;32;1,88;76,36;5;0;N
tekenfilm;5,23;0,83;64;4,27;1,41;64;3,64;1,13;64;4,84;1,79;32;0,12;1,33;9;0;N
tekst;4,25;0,59;64;3,48;1,18;64;3,97;0,96;64;5,74;1,37;32;1,3;19,94;5;0;N
tekstverwerker;4,31;0,73;64;4,03;1,28;64;3,67;1,07;64;10,29;2,91;32;-1,34;0,05;14;0;N
tel;4,08;0,37;64;3,48;1,15;63;3,71;1,01;63;5,42;1,84;32;1,4;24,93;3;0,9;N
teleurgesteld;2,22;0,74;64;3,55;1,33;64;3,5;1,41;64;7,52;2,23;32;1,38;23,81;13;0;A
teleurstelling;2,06;0,73;64;3,64;1,34;64;3,39;1,51;64;8;2,52;32;0,72;5,19;14;0;N
televisie;4,95;1,03;64;3,89;1,45;64;4,23;1;64;3,74;1,44;32;1,35;22,57;9;0;N
telg;4,14;1,03;57;4,04;1,21;56;3,36;1,11;53;10;3,28;23;-0,39;0,41;4;15,2;N
tellen;4,14;0,53;64;4,5;0,94;64;3,89;0,98;64;5,06;1,84;32;1,44;27,35;6;0;V
temmen;3,91;0,87;64;5;1,07;64;4,47;1,56;64;7,23;2,33;32;0,38;2,38;6;0;V
tempel;4,67;0,86;64;2,89;1,35;64;4,48;1,47;64;7,26;2,05;32;1,17;14,66;6;0;N
temperamentvol;4,53;1,27;64;5,83;1,05;64;5,32;1,33;63;10,16;3,06;32;-0,46;0,34;14;0,4;A
teneur;3,2;0,9;50;3,45;1,23;58;3,73;1,22;49;10,86;3,82;21;-0,94;0,11;6;20,2;N
tenger;3,52;0,94;64;3,11;1,23;63;2,84;1,13;62;9,1;2,72;31;-0,32;0,48;6;1,8;A
tennis;4,77;0,87;64;5,7;0,85;64;4,11;0,98;64;5,71;1,64;32;0,67;4,64;6;0;N
tenor;4,36;0,87;59;3,75;1,15;63;4,29;1,21;58;10,41;3,22;29;-0,05;0,89;5;6,3;N
tent;4,55;0,94;64;3,39;1,2;64;3,77;1,08;64;5,39;1,48;32;1,61;40,93;4;0;N
tentoonstelling;4,78;0,9;64;3,67;1,32;64;3,84;0,98;64;7,94;1,86;32;0,6;3,96;15;0;N
tepel;4,69;1,07;64;4,17;1,51;64;3,89;1,24;64;7,42;3;32;0,3;2,01;5;0;N
tequila;4,55;1,15;64;4,72;1,36;64;4,98;1,25;62;12,35;3,21;32;0,85;7,02;7;0,9;N
term;4,05;0,49;64;3,33;1,11;64;4,11;0,91;64;9,19;2,59;32;0,83;6,81;4;0;N
termiet;2,87;0,95;62;4,39;1,35;62;4,08;1,44;61;9,47;2,94;31;-0,49;0,32;7;3,6;N
termijn;3,78;0,72;64;3,5;1,05;64;3,98;0,85;64;9,23;2,7;32;0,8;6,29;7;0;N
terras;5,38;0,92;64;3,36;1,41;64;3,88;0,88;64;6,74;1,81;32;0,51;3,2;6;0;N
terrein;4,05;0,49;64;3,5;1,23;64;4,19;1,01;63;6,81;2,18;32;1,43;27,05;7;0;N
teruggetrokken;2,84;0,78;64;2,55;0,85;64;2,69;1,1;64;9,13;2,72;32;0,57;3,73;14;0;A
terughoudend;3,13;0,72;64;2,78;1,05;64;3,02;1,18;64;9,42;2,91;32;0,25;1,78;12;0;A
test;3,69;0,99;64;4,5;1,13;64;4,16;1,07;64;6,35;1,91;32;1,63;43,15;4;0;N
testen;4,08;0,8;64;4,81;0,89;64;4,27;0,9;64;6,61;1,52;32;1,43;27,14;6;0;V
teug;4,14;0,78;63;4,05;1,02;62;4,17;0,98;63;9,04;2,88;27;-0,06;0,87;4;3,6;N
teugel;3,94;0,75;64;3,94;1,21;64;4,2;1,18;64;7,9;2,38;31;-0,6;0,25;6;0,4;N
tevreden;5,91;0,77;64;4,16;1,28;64;4,84;1,04;64;6,68;2,01;32;1,63;42,97;8;0;A
tevredenheid;5,98;0,7;64;4,13;1,25;64;4,95;1,12;64;8,03;2,42;32;0,19;1,53;12;0;N
textiel;4,31;0,64;64;3,09;1,05;64;3,77;1,03;64;8,77;2,67;32;-0,08;0,82;7;0;N
theatraal;3,67;1,27;64;5,14;1,31;64;4,23;1,48;61;10,13;3,31;32;-0,06;0,87;9;1,3;A
thee;4,88;0,95;64;2,67;1,05;64;3,45;1,19;64;5,58;1,46;32;1,77;58,79;4;0;N
thema;4,33;0,56;64;3,66;1,1;64;4,23;0,75;64;7,97;2,32;32;0,73;5,33;5;0;N
thuis;5,58;1,02;64;3,13;1,3;64;4,69;1,14;64;4,16;1,46;32;2,6;399,48;5;0;N
tic;2,98;0,71;63;4,66;1,14;62;4,07;1,35;60;8,41;2,38;30;0,07;1,17;3;4;N
tieren;2,63;0,87;63;5,84;1,21;63;4,84;1,29;63;7,61;2,7;32;-0,32;0,48;6;1,3;V
tiet;4,02;1,4;64;4,41;1,35;63;4,38;1,34;64;8,48;2,84;32;0,37;2,33;4;0,4;N
tij;4,22;0,68;63;4,08;1,31;64;4,36;1,23;61;9,23;2,5;32;0,49;3,09;3;1,8;N
tijd;4,38;0,83;64;3,88;1,37;64;4,41;1,48;64;5,16;1,73;32;2,95;898,46;4;0;N
tijger;4,48;0,94;64;5,3;1,23;64;5,64;1,01;64;5,23;1,84;32;1,07;11,69;6;0;N
tijm;4,52;0,67;62;3,16;1,14;61;3,7;1,15;57;10,38;3,42;29;-0,39;0,41;4;6,3;N
tik;3,27;0,8;64;4,69;1,08;64;4,38;1,05;64;5,48;1,73;32;0,83;6,81;3;0;N
tikken;3,73;0,65;64;4,73;0,9;64;4,06;1,02;64;5,58;1,69;32;0,44;2,77;6;0;V
tillen;3,75;0,62;64;5,06;1,07;64;4,47;1,14;64;6,13;2,79;32;0,71;5,15;6;0;V
tilt;3,31;0,92;64;4,72;1,51;64;4,15;1,23;62;8,67;2,58;31;0,43;2,68;4;1,3;A
timbre;4,77;0,83;48;3,3;1,02;47;4,04;1,04;49;12,1;2,92;20;-0,69;0,21;6;26,5;N
timide;3,25;0,92;63;2,59;0,95;64;2,83;1,13;63;10,55;3,54;32;-0,26;0,55;6;0,9;A
tin;3,94;0,43;64;3,14;1,19;64;3,94;1,05;62;9,2;3,44;31;0,15;1,42;3;1,3;N
tint;4,41;0,68;64;3,3;1,14;64;3,69;1,04;64;8,26;3,35;32;-0,19;0,64;4;0;N
tinteling;4,63;1,05;64;4,63;1,08;64;3,88;1,11;64;8,42;2,91;32;-0,44;0,37;9;0;N
tip;4,88;0,72;64;4,06;1,22;64;4,05;1,01;64;6,61;1,84;32;1,21;16,26;3;0;N
tiran;1,7;0,75;63;5,41;1,22;64;5,95;1,2;64;9,87;2,59;32;0,54;3,45;5;0,4;N
titel;4,73;0,88;64;3,41;1,35;63;4,66;1,21;64;6,35;1,84;32;1,26;18,23;5;0,4;N
tobben;2,84;0,67;64;4,15;1,36;59;3,25;1,32;60;8,73;2,71;27;-0,26;0,55;6;6,3;V
tocht;4,02;0,85;64;4,5;1,13;64;3,91;1,09;64;6,39;2,14;32;0,98;9,54;5;0;N
toegeeflijk;4,44;1,07;64;3,33;0,94;64;2,81;1,22;64;9,35;2,32;32;-0,34;0,46;11;0;A
toegeven;4,16;0,96;64;3,84;1,28;64;3,09;1,28;64;6,94;2;32;1,42;26,21;8;0;V
toekomst;5,42;0,83;64;4,73;1,28;64;4,88;1,27;64;7,1;2,27;32;2,01;103,45;8;0;N
toenaderen;4,8;0,82;64;4,66;0,86;64;4,47;1,13;64;8,97;2,82;32;-1,64;0,02;10;0;V
toer;4,37;0,75;63;4,25;1,25;64;3,98;0,93;64;7,45;2,31;32;0,3;2,01;4;0,4;N
toeren;4,44;0,89;64;4,84;1,22;64;4,22;0,92;64;7,68;2,81;32;0,56;3,66;6;0;V
toestel;4,13;0,38;64;3,67;1,18;63;3,89;0,91;64;6,48;1,81;32;1,21;16,33;7;0,4;N
toets;3,39;0,83;64;4,53;1,23;64;4,41;1,16;64;6,35;1,45;32;0,71;5,15;5;0;N
toetsen;3,63;0,92;64;4,64;1,13;64;4,39;1,02;64;7,35;1,8;32;0,39;2,47;7;0;V
toga;4,11;0,88;63;3,23;1,15;64;4,29;1,29;63;10;3,09;32;0,17;1,46;4;0,9;N
toilet;3,88;0,95;64;3,39;1,16;64;3,5;1,1;64;4,58;1,41;32;1,6;39,49;6;0;N
tol;3,38;0,88;64;3,92;1,28;64;3,89;1,13;64;6,94;2,85;32;0,57;3,75;3;0;N
tolerant;5,45;0,82;64;3,61;1,09;64;4,48;1,41;64;9,87;3,06;32;-0,15;0,71;8;0;A
tolk;4,41;0,61;64;4,31;1,07;64;4,2;1,16;64;9,06;2,95;32;0,51;3,2;4;0;N
tolken;4,48;0,82;63;4,58;1,14;62;4,14;1,14;64;9,8;2,48;31;-0,56;0,27;6;1,8;V
tollen;3,84;0,62;64;4,68;1,04;63;3,56;0,94;64;6,7;2,34;31;-0,12;0,75;6;0,9;V
tomaat;4,53;0,94;64;3,24;1,29;63;3,3;1,11;64;4,65;1,52;32;0,47;2,97;6;0,4;N
tombe;3,23;1,12;64;2,44;1,3;64;4,34;1,19;62;8,61;2,72;32;0,6;4,02;5;0,9;N
ton;4,3;0,83;64;3,25;1,17;64;4,67;1,29;64;6,65;2,58;32;1,14;13,72;3;0;N
tonen;4,44;0,61;64;4,31;0,99;64;4,09;0,85;64;5,87;2,16;32;1,57;37,05;5;0;V
tong;4,45;0,8;64;4,23;1,24;64;3,95;1,17;64;4,03;1,49;32;1,5;31,9;4;0;N
tonic;4,17;0,97;64;3,53;1,31;62;3,98;0,98;64;11,16;2,85;31;0,28;1,92;5;0,9;N
tonijn;4,27;0,96;64;4,05;1,27;64;3,53;1,15;64;7,45;2,03;32;0,7;5,05;6;0;N
toog;4,33;0,78;58;3,8;1,17;56;3,95;0,93;57;8,3;3,29;27;-0,32;0,48;4;11,2;N
toom;3,74;0,67;57;3,19;1,2;59;3,88;1,17;49;9;2,84;25;-0,94;0,11;4;15,2;N
toon;4,11;0,65;64;3,95;1,15;64;4,2;0,78;64;6,19;2,09;32;1,54;34,67;4;0;N
toorn;2,81;0,97;57;4,55;1,63;60;4,98;1,22;57;9,11;3,14;28;0,53;3,36;5;9,9;N
toorts;3,94;0,9;54;4,17;1,19;54;4,65;0,91;51;9;2,84;27;0,13;1,35;6;17;N
toost;5,2;0,86;64;4,39;1,08;64;4,19;0,99;64;7,93;2,68;31;0,76;5,79;5;0,4;N
toosten;5,3;0,68;64;4,77;0,85;64;4,25;1,04;64;8,16;2,75;32;0,26;1,83;7;0;V
top;5,41;1,02;64;4,27;1,56;64;5,05;1,46;64;5,9;1,92;32;1,56;36,36;3;0;N
tor;3,44;0,72;62;3,89;1,42;57;3,08;1,33;60;6,15;2,11;28;-0,06;0,87;3;7,6;N
toren;4,25;0,67;64;3,53;1,28;64;4,78;1,12;64;5,42;1,96;32;1,28;19,21;5;0;N
totaal;4,44;0,71;64;3,84;1,12;64;4,64;1,16;64;6,55;1,95;32;1,69;48,66;6;0;N
totem;4,27;0,73;62;3,44;1,32;61;4,42;1,05;62;9,03;3,5;32;-0,02;0,96;5;3,1;N
tour;4,47;0,67;62;4,73;1,1;64;4,13;0,81;64;8,45;2,32;32;0,58;3,77;4;0,9;N
touw;4,02;0,49;64;3,43;1,16;63;4,19;1,07;64;4,9;1,66;32;1,42;26,25;4;0,4;N
traag;2,97;0,67;64;2,38;0,85;64;2,94;1,22;64;5,35;2,12;32;0,99;9,79;5;0;A
traan;2,8;0,84;64;3,88;1,2;64;3,11;1,35;64;4,87;1,57;32;0,42;2,63;5;0;N
trachten;4,53;0,71;64;4,73;1,03;64;3,75;0,97;63;9,55;2,73;32;0,12;1,3;8;0,4;V
trainen;4,94;0,97;64;6,09;0,77;64;4,86;0,92;64;7,06;2,02;32;1,27;18,5;7;0;V
tralie;2,69;0,84;62;3,24;1,35;63;4,8;1,4;60;7,3;2,52;31;-1,64;0,02;6;3,6;N
tram;4,27;0,78;64;4,42;1,12;64;4,2;0,93;64;6,45;2,03;32;0,26;1,81;4;0;N
trance;3,8;1,07;64;3,11;1,65;64;4,09;1,32;64;10,71;3,19;32;0,53;3,41;6;0;N
trant;4,08;0,44;52;3,59;1,04;54;4,13;1,06;48;10,7;2,58;27;-0,28;0,53;5;18,8;N
trap;3,97;0,67;64;3,91;1,42;64;4,16;1,1;64;4,1;1,72;32;1,72;52,28;4;0;N
trapezium;4,1;0,63;60;3,65;1,32;63;4,03;1,16;59;9,42;2,96;32;-1,64;0,02;9;4,5;N
trappen;3,45;0,78;64;5,3;0,89;64;4,53;1,05;64;5,32;1,66;32;1,27;18,52;7;0;V
trauma;1,64;0,76;64;5,42;1,46;64;4,91;1,82;64;9,32;2,71;32;0,74;5,47;6;0;N
trechter;4,02;0,55;64;3,38;1,29;64;3,56;1,01;64;7,74;2,14;32;-0,28;0,53;8;0;N
tred;4,19;0,45;48;4,35;1,3;49;4,04;1,09;50;10,72;3,4;25;-0,24;0,57;4;22,9;N
trede;4,03;0,44;64;3,41;1,18;64;3,84;0,99;63;6,74;2,05;32;-0,06;0,87;5;0,4;N
treffen;4,28;0,81;64;4,92;0,91;64;4,55;1,05;64;7,58;2,33;32;1,12;13,08;7;0;V
trein;4,25;0,96;64;4,64;1,29;64;4,53;1,14;64;4,58;1,84;32;1,86;73,15;5;0;N
trek;4,14;0,81;64;4,28;0,93;64;4,05;1,09;64;6,03;2,24;32;2,1;125,73;4;0;N
trekken;3,75;0,59;64;5,17;0,85;64;4,5;0,93;64;4,87;1,54;32;1,91;82,05;7;0;V
trend;4,61;0,85;64;4,13;1,06;64;4,47;1,1;64;8,9;2,49;32;0,12;1,33;5;0;N
treuren;2,25;0,69;64;3,73;1,59;64;3,13;1,32;64;6,74;2,05;32;0,44;2,77;7;0;V
treurig;2,22;0,81;64;3,27;1,2;64;3,11;1,18;64;7,03;2,58;32;0,79;6,11;7;0;A
treurigheid;2,28;0,83;64;3,08;1,29;64;2,92;1,36;64;8,32;2,45;32;-1,04;0,09;11;0;N
triest;2,2;0,76;64;3,08;1,19;64;3,16;1,34;64;6,19;2,02;32;1,24;17,52;6;0;A
triestheid;2,17;0,79;64;3,3;1,27;64;3,06;1,3;64;7,9;2,04;32;-1,04;0,09;10;0;N
triestig;2,2;0,67;64;3,16;1,1;63;2,88;1,3;64;6,52;2,36;32;0,04;1,1;8;0,4;A
trio;4,39;1,16;64;5,05;1,36;64;4,67;1,24;64;9,61;2,92;32;0,31;2,06;4;0;N
triomf;5,63;0,9;64;5,31;1,17;64;5,45;1,04;64;9,26;2,53;32;0,54;3,45;6;0;N
triomfantelijk;5,53;0,96;64;5,23;1,11;64;5,34;0,96;64;9,65;2,65;32;-0,39;0,41;14;0;A
trip;4,75;1,2;64;4,86;1,04;64;4,09;1;64;7,68;2,53;32;0,96;9,19;4;0;N
trippen;3,31;1,1;64;5,43;1,07;63;4;1,49;62;11,8;2,51;31;0,11;1,28;7;1,8;V
troebel;2,97;0,53;64;3,41;1,18;64;3,45;1,05;64;8,32;2,76;32;-0,12;0,75;7;0;A
troef;5,16;0,77;63;4,22;1,29;63;4,67;1,11;63;8,94;3,29;32;0,28;1,92;5;1,3;N
troep;2,72;0,81;64;4,03;1,39;64;3,69;1,28;64;6,39;2,65;32;1,61;40,48;5;0;N
trofee;5,45;0,91;64;4,77;1,27;64;5,05;1,16;63;7,19;2,04;32;0,64;4,37;6;0,4;N
trog;3,67;0,77;49;3,35;1,15;51;4,04;0,94;51;9,45;2,63;22;-0,11;0,78;4;22,4;N
trol;2,81;0,81;64;4,06;1,23;64;4,08;1,38;63;6,87;2,4;32;0,24;1,74;4;0,4;N
trom;4,11;0,69;61;4,42;1,31;62;4,35;0,99;62;5,84;2,33;32;-0,3;0,5;4;3,1;N
trompet;4,42;0,77;64;4,52;1,35;63;4,21;1,31;63;5,39;1,48;32;0,43;2,68;7;0,9;N
tronen;4,26;0,78;58;4,06;1,28;63;4,59;1,35;59;8,11;3,26;28;-0,74;0,18;6;7,2;V
troon;4,56;0,91;64;3,61;1,33;64;5,2;1,3;64;5,65;2,01;32;1,08;12,1;5;0;N
troost;4,98;1,21;64;3,47;1,08;64;3,63;1,46;64;5,71;1,83;32;1,11;12,9;6;0;N
troosten;5,16;1,04;64;4,08;1,26;64;4,09;1,19;64;5,65;2,39;32;0,66;4,55;8;0;V
tropen;4,85;0,95;61;3,79;1,32;63;4,39;1,01;62;8,7;2,67;30;-0,19;0,64;6;3,1;N
tros;4,47;0,69;64;3,35;1,17;63;3,94;1,04;64;7,06;2,13;32;-0,46;0,34;4;0,4;N
trots;5,72;0,86;64;4,86;1,36;64;5,08;1,26;64;6,55;1,95;32;2,05;111,46;5;0;N
trouw;6;0,94;64;4,42;1,48;64;4,89;1,2;64;7;1,67;32;1,72;52,34;5;0;N
trouwen;5,8;1,16;64;5,42;1,24;64;4,5;1,21;64;5,52;1,79;32;2,18;150,26;7;0;V
truc;4,55;0,8;64;4,47;0,94;64;4,36;1,03;64;6,32;1,64;32;1,29;19,62;4;0;N
truck;3,75;0,71;64;4,38;1,32;64;5,05;1,01;64;6,84;2,37;32;1,55;35,24;5;0;N
truffel;4,69;0,85;64;3,28;1,39;64;3,94;1,15;64;9;2,52;32;-0,6;0,25;7;0;N
trui;4,41;0,68;64;3,03;1,22;64;3,63;0,99;63;4,32;1,42;32;1,07;11,62;4;0,4;N
trut;2,14;0,89;64;4,61;1,26;64;4,42;1,66;64;7,68;2,43;32;1,6;40,11;4;0;N
tsaar;3,55;1,05;64;3,92;1,12;60;5,36;1,26;59;10,21;3;30;0,25;1,78;5;4,9;N
tube;4,03;0,35;64;3,38;1,12;64;3,59;0,99;64;6,74;1,9;32;-0,05;0,89;4;0;N
tucht;3,23;0,89;62;4,34;1,33;62;4,56;1,38;61;10,1;3,17;31;-0,39;0,41;5;3,6;N
tuig;2,69;0,94;64;4,28;1,21;64;4,34;1,34;64;8,52;2,57;32;1,19;15,64;4;0;N
tuin;5,05;0,92;64;3,14;1,27;64;3,64;0,95;64;4,35;2,06;32;1,56;36,66;4;0;N
tuk;4,38;0,87;60;3,05;1,47;58;3,82;0,98;55;8,63;3,74;28;0,24;1,74;3;10,3;A
tulp;4,94;0,85;64;3,16;1,04;64;3,39;1,08;64;6,1;1,97;32;-0,32;0,48;4;0;N
tumor;1,45;0,82;64;4,91;1,56;64;5,34;1,69;64;9,77;2,06;32;0,76;5,79;5;0;N
tunnel;3,73;0,67;64;3,55;1,26;64;4,09;0,92;64;5,94;1,93;32;1,39;24,49;6;0;N
turbo;4,78;0,81;64;6,05;0,97;64;5,39;1,05;64;9,35;2,95;32;0,34;2,17;5;0;N
turen;3,83;0,81;64;3,81;1,25;64;3,8;1,14;59;8,17;2,61;31;-0,56;0,27;5;2,7;V
turf;3,75;0,77;61;3,46;1,23;61;3,92;1,05;63;9,9;3,33;30;-0,34;0,46;4;4;N
turnen;4,69;0,91;64;5,75;0,93;63;4,19;0,97;64;5,81;1,64;32;-0,16;0,69;6;0;V
turven;3,86;0,66;59;4,23;1,06;60;3,94;0,92;62;8,93;3,83;31;-1,64;0,02;6;5,4;V
twijfel;3,05;0,74;64;3,77;1,19;64;3,06;1,19;64;6,74;2,22;32;1,53;34,03;7;0;N
twijfelachtig;2,95;0,55;64;3,64;1,19;64;2,83;1,09;64;8,58;2,73;32;0,08;1,21;13;0;A
twijg;4,18;0,74;61;3,19;1,17;64;2,95;1,26;62;7,79;2,91;29;-0,46;0,34;5;3,6;N
twist;3,67;1,06;63;4,77;1,31;62;4,52;1,13;64;9,33;3,08;31;0,17;1,49;5;1,8;N
twisten;3,23;0,87;64;5,14;1,05;64;4,37;0,93;62;9,13;2,72;32;-0,02;0,96;7;0,9;V
type;4,19;0,64;64;3,69;1,04;64;4,03;0,89;64;8,23;2,23;32;1,58;38,08;4;0;N
typen;4,2;0,62;64;4,55;1,1;64;3,88;0,79;64;7,58;1,95;32;0,47;2,97;5;0;V
ui;4,02;0,79;64;3,5;1,22;64;4,02;1,21;64;5,42;1,8;32;0,37;2,33;2;0;N
uil;4,36;0,72;64;3,36;1,33;64;3,75;1,33;64;5,9;1,9;32;0,5;3,13;3;0;N
uitbundig;5,53;0,8;64;5,91;0,95;64;5,3;1;64;8,55;2,28;32;-0,19;0,64;9;0;A
uitdagend;4,98;1,05;64;5,48;0,82;64;5,2;0,86;64;8,48;2,41;32;0,12;1,33;9;0;A
uitdaging;5,5;0,82;64;5,45;0,92;64;5,3;0,97;64;8,42;2,16;32;1,19;15,66;9;0;N
uiten;4,63;0,81;64;4,73;0,91;64;4,52;1,14;64;8,55;3,05;32;0,75;5,6;5;0;V
uitgaan;5,56;0,81;64;5,66;1,24;64;4,61;0,94;64;9,19;2,63;32;1,24;17,54;7;0;V
uitgedoofd;2,75;0,76;64;2,34;1,18;64;2,53;1,22;64;8,13;2,28;32;-0,56;0,27;10;0;A
uitgeput;2,41;0,83;64;2,47;1,43;64;2,95;1,3;64;7,61;2,19;32;1,11;13,01;8;0;A
uitgeslapen;5,84;0,82;64;3,41;1,59;64;4,64;1,04;64;6,81;2,09;32;-0,32;0,48;11;0;A
uitschot;2,22;0,83;64;4,29;1,25;63;3,72;1,73;64;9;2,82;32;0,91;8,21;8;0,4;N
